customer_id,status,churn_label,churn_category,churn_reason,gender,age,senior_citizen,married,num_dependents,zip_code,account_id,tenure_months,num_referrals,has_internet_service,internet_type,has_unlimited_data,has_phone_service,has_multiple_lines,has_premium_tech_support,has_online_security,has_online_backup,has_device_protection,contract_type,paperless_billing,payment_method,avg_long_distance_fee_monthly,total_long_distance_fee,avg_gb_download_monthly,stream_tv,stream_movie,stream_music,total_monthly_fee,total_charges_quarter,total_refunds,area_id,city,latitutde,longitude,population
0311-UNPFF,Churned,Yes,Dissatisfaction,Service dissatisfaction,Female,58,No,No,0,90807,ZSFJ-HPVFV,26,0,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,38.09,990.34,22,Yes,Yes,Yes,88.8,2274.35,0.0,154,Long Beach,33.830099,-118.182239,31556
0396-HUJBP,Joined,No,,,Female,34,No,No,0,90247,KUEU-USXQL,2,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,49.91,99.82,0,No,No,No,19.3,44.4,0.0,75,Gardena,33.890853,-118.297967,47758
0930-EHUZA,Stayed,No,,,Female,33,No,No,0,96124,LMBA-JYKPO,36,0,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,44.87,1615.32,8,Yes,No,No,76.35,2606.35,0.0,1609,Calpine,39.672813,-120.456699,322
1088-CNNKB,Stayed,No,,,Male,34,No,Yes,0,95008,YULC-IULED,63,9,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,34.02,2143.26,18,No,Yes,Yes,80.0,5040.2,0.0,1064,Campbell,37.279689,-121.954567,44976
1245-HARPS,Stayed,No,,,Female,46,No,Yes,0,96114,LUCY-JRWIB,14,0,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,14.61,204.54,0,No,No,No,20.4,292.4,0.0,1600,Janesville,40.294034,-120.512622,3093
1465-WCZVT,Joined,No,,,Female,44,No,Yes,3,93603,YCDU-XZNXD,3,1,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,30.34,91.02,0,No,No,No,19.65,60.65,0.0,769,Badger,36.64545,-118.924982,273
1536-YHDOE,Stayed,No,,,Male,58,No,Yes,3,96084,TFQT-CVNVG,17,10,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,32.27,548.59,28,No,No,No,62.1,1096.65,0.0,1577,Round Mountain,40.923558,-122.059933,459
2282-YGNOR,Stayed,No,,,Female,42,No,No,0,91754,YRFI-CZSQS,29,0,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Credit Card,14.46,419.34,25,No,No,No,58.0,1734.5,0.0,263,Monterey Park,34.050322,-118.147037,33280
2725-KXXWT,Churned,Yes,Attitude,Attitude of support person,Male,26,No,Yes,0,94589,KNUC-XBISF,1,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,23.06,23.06,52,Yes,Yes,Yes,90.75,90.75,0.0,987,Vallejo,38.161321,-122.271588,42209
2740-TVLFN,Joined,No,,,Male,42,No,No,0,95337,UDIG-OPSHZ,1,0,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,39.87,39.87,2,No,No,No,50.15,50.15,0.0,1188,Manteca,37.750822,-121.238423,19867
3415-TAILE,Churned,Yes,Competitor,Competitor had better devices,Female,21,No,Yes,2,93528,PMCA-JUUCG,2,1,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,27.27,54.54,51,Yes,Yes,Yes,65.7,134.35,0.0,745,Johannesburg,35.363339,-117.637641,207
3733-UOCWF,Stayed,No,,,Male,78,Yes,Yes,0,92342,CXAN-DPORQ,61,5,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,One Year,Yes,Bank Withdrawal,46.65,2845.65,23,No,No,No,85.55,5251.75,0.0,452,Helendale,34.757783,-117.33997,4948
4077-CROMM,Churned,Yes,Dissatisfaction,Product dissatisfaction,Female,51,No,Yes,0,95350,XPMR-IZCVU,31,4,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,3.73,115.63,13,Yes,Yes,Yes,104.2,3243.45,17.01,1194,Modesto,37.671806,-121.007575,52872
4112-LUEIZ,Churned,Yes,Attitude,Attitude of support person,Male,55,No,No,0,90623,ONYZ-CBCNN,10,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,12.78,127.8,2,Yes,Yes,Yes,89.5,863.1,0.0,120,La Palma,33.850504,-118.039892,15505
4597-NUCQV,Churned,Yes,Attitude,Attitude of support person,Male,65,Yes,No,0,94601,OCAV-AVBKQ,24,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,28.98,695.52,30,Yes,Yes,Yes,101.25,2440.15,0.0,995,Oakland,37.776523,-122.219268,54876
4625-EWPTF,Churned,Yes,Competitor,Competitor had better devices,Male,55,No,No,0,91104,YKSD-TBHON,8,0,Yes,Cable,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,4,No,No,No,30.45,226.45,0.0,174,Pasadena,34.165383,-118.123752,38460
4800-VHZKI,Churned,Yes,Competitor,Competitor made better offer,Female,59,No,No,0,92122,DUCC-LWHDZ,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,36.63,36.63,0,No,No,No,19.9,19.9,0.0,370,San Diego,32.85723,-117.209774,34902
4910-GMJOT,Churned,Yes,Other,Don't know,Female,56,No,No,0,94129,NLBP-RGMGM,1,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1.17,1.17,27,Yes,Yes,Yes,94.6,94.6,0.0,910,San Francisco,37.797526,-122.464531,2240
5229-PRWKT,Churned,Yes,Attitude,Attitude of service provider,Male,47,No,No,0,93437,GJZB-UUYIA,8,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24.76,198.08,2,No,Yes,Yes,86.55,649.65,0.0,714,Lompoc,34.757477,-120.550507,6165
5402-HTOTQ,Stayed,No,,,Male,43,No,No,0,96058,CMMU-DVNWE,16,0,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,5.79,92.64,4,No,No,No,55.3,875.35,0.0,1562,Macdoel,41.769709,-121.92063,816
5451-MHQOF,Stayed,No,,,Male,64,No,Yes,0,90031,GCUB-CFTMM,56,7,No,None,No,Yes,Yes,No,No,No,No,One Year,Yes,Mailed Check,32.93,1844.08,0,No,No,No,24.45,1431.65,0.0,28,Los Angeles,34.085807,-118.206617,38415
6075-QMNRR,Stayed,No,,,Female,33,No,No,0,96109,HDLG-IPECW,52,0,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,38.93,2024.36,8,No,No,No,49.75,2535.55,0.0,1596,Doyle,40.012675,-120.101857,1177
6581-NQCBA,Churned,Yes,Other,Don't know,Female,36,No,Yes,0,95369,EKDR-OWLMU,16,1,Yes,DSL,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,29,Yes,Yes,Yes,49.95,810.2,0.0,1209,Snelling,37.521708,-120.426843,1158
6615-NGGZJ,Churned,Yes,Dissatisfaction,Service dissatisfaction,Male,56,No,No,0,93427,JBVG-UQZNW,14,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,36.97,517.58,27,Yes,Yes,Yes,100.55,1415.55,0.0,706,Buellton,34.631362,-120.238218,4644
6848-HJTXY,Stayed,No,,,Female,41,No,Yes,0,91761,HIEA-PGCMR,64,8,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,19.98,1278.72,0,No,No,No,19.45,1208.6,0.0,266,Ontario,34.035602,-117.591528,56280
6981-TDRFT,Stayed,No,,,Male,25,No,Yes,1,95372,JSON-JBNPB,44,1,Yes,DSL,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0.0,69,Yes,Yes,Yes,54.3,2317.1,0.0,1211,Soulsbyville,37.990574,-120.261821,1519
7123-WQUHX,Stayed,No,,,Male,34,No,No,0,90401,NKVY-SHHUL,38,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,3.95,150.1,21,Yes,No,No,95.0,3605.6,0.0,102,Santa Monica,34.015481,-118.493231,5221
7233-IOQNP,Stayed,No,,,Female,34,No,Yes,0,96034,VYJS-BSIOO,43,9,Yes,Cable,Yes,No,No,Yes,Yes,No,No,Month-to-Month,No,Bank Withdrawal,0.0,0.0,21,No,No,No,34.0,1505.35,49.22,1545,Gazelle,41.411315,-122.697236,392
7682-AZNDK,Stayed,No,,,Male,25,No,Yes,3,95987,MDEB-VAZEN,34,5,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,18.36,624.24,85,Yes,No,No,89.85,3091.75,14.93,1515,Williams,39.117537,-122.284654,4579
7758-XKCBS,Churned,Yes,Competitor,Competitor offered more data,Male,56,No,No,0,91335,OSAW-WYCJH,15,0,Yes,DSL,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,29,No,No,No,29.7,438.25,0.0,202,Reseda,34.200175,-118.540958,68018
7760-OYPDY,Churned,Yes,Competitor,Competitor had better devices,Female,32,No,No,2,90056,VNLX-ARHIW,2,0,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,5.85,11.7,19,Yes,No,No,80.65,144.15,0.0,47,Los Angeles,33.987945,-118.370442,8115
7839-QRKXN,Churned,Yes,Price,Long distance charges,Female,62,No,No,0,91203,FBAO-HYZNY,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,48.25,48.25,0,No,No,No,20.2,20.2,0.0,181,Glendale,34.153338,-118.262974,14493
7943-RQCHR,Churned,Yes,Competitor,Competitor offered more data,Female,34,No,No,0,95616,ZHVL-ZUWBB,9,0,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,10.07,90.63,26,Yes,Yes,Yes,94.75,889.9,0.0,1339,Davis,38.508735,-121.678813,67411
8041-TMEID,Stayed,No,,,Male,73,Yes,Yes,0,96021,UAVS-KBAWP,63,1,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,37.12,2338.56,18,Yes,Yes,Yes,108.5,6991.9,0.0,1535,Corning,39.913777,-122.289984,13840
8404-VLQFB,Stayed,No,,,Female,21,No,Yes,1,93207,LMBZ-HZEDH,15,1,No,None,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29.55,443.25,0,No,No,No,25.25,394.85,0.0,638,California Hot Springs,35.865795,-118.69759,226
8469-SNFFH,Stayed,No,,,Male,40,No,Yes,0,90731,TZYY-PYVMK,70,0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,43.46,3042.2,21,Yes,No,No,79.4,5528.9,0.0,141,San Pedro,33.736387,-118.284363,58639
9102-IAYHT,Churned,Yes,Attitude,Attitude of support person,Female,29,No,Yes,0,93908,MKBI-RKYEJ,17,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,47.76,811.92,26,No,Yes,Yes,85.45,1451.6,0.0,840,Salinas,36.624338,-121.615669,13027
9190-MFJLN,Churned,Yes,Competitor,Competitor had better devices,Male,65,Yes,No,0,95251,VYZH-AABJS,19,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,32.77,622.63,4,Yes,Yes,Yes,95.9,1777.9,0.0,1154,Vallecito,38.055562,-120.456298,460
9199-PWQVC,Stayed,No,,,Female,38,No,Yes,0,94124,JNKO-XVJHY,63,1,Yes,Cable,No,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,49.08,3092.04,24,Yes,Yes,Yes,79.7,4786.15,0.0,908,San Francisco,37.731505,-122.384532,33177
9220-ZNKJI,Stayed,No,,,Female,67,Yes,Yes,0,95426,POLX-TVONN,55,5,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Two Year,No,Credit Card,33.21,1826.55,4,Yes,No,No,88.8,4805.3,0.0,1236,Cobb,38.838088,-122.73203,1591
9391-LMANN,Stayed,No,,,Male,38,No,No,3,90660,OLQT-RNAQA,53,0,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,33.74,1788.22,56,No,Yes,Yes,95.95,5036.9,0.0,126,Pico Rivera,33.989524,-118.089299,63288
9480-BQJEI,Stayed,No,,,Male,35,No,No,0,95837,SRUA-DAKHJ,62,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,24.35,1509.7,16,No,Yes,Yes,92.3,5731.45,0.0,1448,Sacramento,38.691607,-121.602284,264
9496-IVVRP,Stayed,No,,,Female,42,No,Yes,3,92532,CXJV-QPTRW,11,8,Yes,DSL,No,Yes,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,44.84,493.24,57,No,No,No,51.0,581.7,0.0,495,Lake Elsinore,33.705836,-117.318204,4546
9570-KYEUA,Stayed,No,,,Male,38,No,No,0,93429,YYMW-YDZSC,64,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,36.54,2338.56,14,No,Yes,Yes,99.25,6549.45,0.0,708,Casmalia,34.866032,-120.536546,210
9741-YLNTD,Stayed,No,,,Male,37,No,No,0,93927,EDRV-VYUUB,6,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.37,260.22,12,No,Yes,Yes,87.95,522.35,0.0,846,Greenfield,36.248708,-121.386617,14204
9795-SHUHB,Stayed,No,,,Female,26,No,Yes,0,95497,RTOA-CEGIM,66,9,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,24.27,1601.82,59,No,No,No,58.2,3810.8,0.0,1283,The Sea Ranch,38.696659,-123.436861,752
9938-ZREHM,Stayed,No,,,Female,41,No,Yes,0,93033,PQGJ-VYMBE,37,4,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,One Year,No,Credit Card,42.45,1570.65,23,No,Yes,Yes,72.1,2658.4,16.36,615,Oxnard,34.156629,-119.117218,77791
0096-BXERS,Stayed,No,,,Female,30,No,Yes,0,94937,MZQJ-OSZKJ,6,10,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,42.66,255.96,85,No,No,No,50.35,314.55,0.0,1036,Inverness,38.099323,-122.945723,1004
0754-UKWQP,Churned,Yes,Competitor,Competitor had better devices,Male,63,No,No,0,95614,ZWMK-QYRBK,2,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,37.43,74.86,18,Yes,Yes,Yes,95.85,197.7,0.0,1337,Cool,38.880622,-120.973865,3674
0795-XCCTE,Stayed,No,,,Male,80,Yes,No,0,93514,YKUB-EADIV,72,0,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,26.01,1872.72,0,No,No,No,25.4,1809.35,0.0,738,Bishop,37.04584,-118.397236,13309
1162-ECVII,Stayed,No,,,Male,66,Yes,Yes,0,93704,TSGM-IHMBA,72,1,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,18.74,1349.28,14,Yes,Yes,Yes,109.75,7932.5,0.0,824,Fresno,36.799648,-119.801247,26580
1567-DSCIC,Churned,Yes,Dissatisfaction,Product dissatisfaction,Male,59,No,No,0,94401,UYZK-IFJMF,8,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,23.89,191.12,14,Yes,No,No,94.0,773.65,0.0,921,San Mateo,37.590421,-122.306467,32488
1891-UAWWU,Churned,Yes,Competitor,Competitor had better devices,Female,79,Yes,Yes,0,93528,XPDK-YMVVS,20,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,4.77,95.4,17,Yes,No,No,90.8,1951.0,0.0,745,Johannesburg,35.363339,-117.637641,207
2065-MMKGR,Stayed,No,,,Female,47,No,No,0,95619,OUVL-FCKCA,29,0,Yes,DSL,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Credit Card,41.38,1200.02,4,Yes,Yes,Yes,71.0,2080.1,0.0,1341,Diamond Springs,38.683605,-120.811852,4426
2379-GYFLQ,Stayed,No,,,Male,31,No,No,0,92056,ZPHM-HBSCC,46,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Credit Card,22.13,1017.98,22,Yes,No,No,94.9,4422.95,24.08,331,Oceanside,33.194742,-117.29032,52895
2842-BCQGE,Stayed,No,,,Male,39,No,No,0,92139,TTFC-JPQLA,43,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,19.66,845.38,28,No,No,No,75.35,3161.4,0.0,379,San Diego,32.677716,-117.047666,36351
2925-VDZHY,Stayed,No,,,Male,64,No,Yes,2,95370,WIZQ-FUCOK,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,28.63,2061.36,19,Yes,Yes,Yes,88.7,6501.35,0.0,1210,Sonora,37.982716,-120.343732,25340
3205-MXZRA,Stayed,No,,,Male,47,No,No,0,96128,WGAO-UNTSJ,26,0,Yes,DSL,Yes,Yes,No,Yes,No,No,No,One Year,No,Credit Card,3.26,84.76,6,Yes,No,No,59.45,1507.0,0.0,1612,Standish,40.346634,-120.386422,408
3234-VKACU,Joined,No,,,Male,21,No,No,0,94586,YWXS-CJVYT,2,0,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,23.52,47.04,48,Yes,Yes,Yes,70.3,132.4,0.0,984,Sunol,37.587494,-121.862856,790
3262-EIDHV,Stayed,No,,,Female,46,No,Yes,1,90304,WJEV-IRVLW,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,24.9,1792.8,19,Yes,Yes,Yes,84.7,5893.9,0.0,100,Inglewood,33.936827,-118.359824,28680
3594-KADLU,Joined,No,,,Male,33,No,Yes,0,95493,SAVR-PVDJO,3,3,Yes,Cable,Yes,No,No,Yes,Yes,No,No,Month-to-Month,No,Credit Card,0.0,0.0,25,No,No,No,35.1,101.1,0.0,1281,Witter Springs,39.222323,-122.985488,240
3620-MWJNE,Joined,No,,,Male,32,No,No,0,92548,TCRG-PUFYP,2,0,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,19.87,39.74,19,No,No,No,54.45,87.3,0.0,501,Homeland,33.761894,-117.120868,4283
3688-FTHLT,Stayed,No,,,Female,56,No,No,0,96029,HSQQ-MGUFH,16,0,Yes,DSL,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,42.73,683.68,23,No,Yes,Yes,63.05,1067.05,0.0,1542,Flournoy,39.84784,-122.544556,84
3733-LSYCE,Stayed,No,,,Female,22,No,Yes,0,95564,AUHC-YIGIL,15,6,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,30.09,451.35,71,No,No,No,75.35,1114.55,0.0,1317,Samoa,40.809636,-124.189977,395
3850-OKINF,Stayed,No,,,Male,42,No,Yes,3,91106,YZAO-NTZSM,71,0,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,One Year,Yes,Bank Withdrawal,37.03,2629.13,26,Yes,No,No,66.2,4692.55,0.0,176,Pasadena,34.139402,-118.128658,23742
4083-EUGRJ,Churned,Yes,Attitude,Attitude of support person,Male,37,No,No,0,92057,KNCS-PBFXS,9,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,8.91,80.19,0,No,No,No,20.25,178.5,0.0,332,Oceanside,33.254497,-117.285879,46893
4238-JSSWH,Stayed,No,,,Female,70,Yes,Yes,0,93257,PLHF-EEKPJ,35,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,45.13,1579.55,10,Yes,Yes,Yes,102.05,3452.55,0.0,668,Porterville,36.008958,-118.891593,65566
4646-QZXTF,Stayed,No,,,Female,38,No,Yes,0,95045,FEQJ-WJKGM,7,4,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,12.16,85.12,9,Yes,Yes,Yes,81.25,580.1,47.36,1080,San Juan Bautista,36.810568,-121.503022,3402
5122-CYFXA,Joined,No,,,Female,53,No,No,0,90212,RDMT-UZOGA,3,0,Yes,DSL,Yes,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,38.99,116.97,20,Yes,Yes,Yes,75.3,244.1,0.0,65,Beverly Hills,34.062095,-118.401508,11355
5168-MSWXT,Stayed,No,,,Male,26,No,Yes,3,92332,GRAJ-KUPGE,8,4,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,22.14,177.12,82,Yes,Yes,Yes,94.75,759.55,0.0,444,Essex,34.9436,-115.287901,115
5201-FRKKS,Stayed,No,,,Male,53,No,No,0,91306,UELA-LMSOS,25,0,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,17.3,432.5,26,No,No,No,74.3,1952.25,40.54,192,Winnetka,34.209532,-118.577563,43857
5310-NOOVA,Stayed,No,,,Male,51,No,No,0,95470,ZIXQ-RHXSC,46,0,No,None,No,Yes,No,No,No,No,No,Two Year,No,Bank Withdrawal,13.42,617.32,0,No,No,No,19.95,907.05,0.0,1272,Redwood Valley,39.298065,-123.25211,5995
5546-BYZSM,Stayed,No,,,Female,52,No,No,0,93022,BOBZ-USQIO,41,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,15.48,634.68,0,No,No,No,20.45,775.6,0.0,612,Oak View,34.404544,-119.302118,6503
5666-MBJPT,Stayed,No,,,Male,22,No,No,0,93304,RAXU-TBKJA,65,0,No,None,No,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.43,1327.95,0,No,No,No,25.1,1725.0,0.0,690,Bakersfield,35.339796,-119.023552,44588
5893-PYOLZ,Stayed,No,,,Male,55,No,No,0,94578,OSEY-VVNFP,56,0,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,49.36,2764.16,21,Yes,Yes,Yes,81.8,4534.45,0.0,979,San Leandro,37.704384,-122.126703,36568
6116-RFVHN,Stayed,No,,,Female,20,No,Yes,0,95747,PUXZ-YWVNV,34,10,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,35.29,1199.86,47,Yes,Yes,Yes,100.45,3414.65,0.0,1421,Roseville,38.784329,-121.373245,25418
6330-JKLPC,Churned,Yes,Dissatisfaction,Product dissatisfaction,Male,42,No,Yes,0,93066,ZAEB-LXWKS,11,3,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,11.5,126.5,27,No,No,No,80.5,896.9,0.0,622,Somis,34.297628,-119.014627,2966
6635-MYYYZ,Churned,Yes,Competitor,Competitor made better offer,Female,59,No,No,0,96091,EEYE-VKIAZ,30,0,Yes,Cable,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,43.01,1290.3,4,Yes,Yes,Yes,85.35,2530.4,0.0,1583,Trinity Center,41.081847,-122.700545,734
6674-KVJHG,Stayed,No,,,Female,50,No,No,0,92352,EMEB-KUFYA,11,0,No,None,No,Yes,Yes,No,No,No,No,One Year,No,Bank Withdrawal,1.87,20.57,0,No,No,No,25.2,245.15,0.0,456,Lake Arrowhead,34.2565,-117.19335,9793
6680-WKXRZ,Churned,Yes,Other,Don't know,Female,32,No,No,0,94509,IXOB-WPWJA,3,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,23.82,71.46,24,No,No,No,74.4,215.8,0.0,930,Antioch,37.980057,-121.801599,90891
6906-ANDWJ,Churned,Yes,Dissatisfaction,Lack of self-service on Website,Male,39,No,Yes,0,96092,JLQA-FYBKK,15,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,34.63,519.45,15,No,No,No,74.9,1107.25,0.0,1584,Vina,39.955164,-122.018567,439
7608-RGIRO,Stayed,No,,,Male,62,No,No,1,95901,JQWP-HJJVV,62,0,No,None,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,17.56,1088.72,0,No,No,No,24.4,1413.0,0.0,1454,Marysville,39.19514,-121.503883,38091
7753-USQYQ,Stayed,No,,,Male,47,No,No,0,91792,VUBP-METKK,55,0,Yes,Cable,No,Yes,No,Yes,No,Yes,No,One Year,Yes,Bank Withdrawal,27.65,1520.75,26,No,Yes,Yes,64.2,3627.3,0.0,284,West Covina,34.024405,-117.898722,31622
7762-URZQH,Churned,Yes,Dissatisfaction,Product dissatisfaction,Male,30,No,Yes,0,90291,KZUV-FPYTH,66,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Two Year,Yes,Credit Card,23.51,1551.66,52,Yes,Yes,Yes,106.05,6981.35,0.0,94,Venice,33.991782,-118.479229,31021
7765-LWVVH,Stayed,No,,,Female,39,No,Yes,2,95420,HDUN-ROMJU,72,8,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,18.74,1349.28,19,Yes,No,No,95.1,6843.15,0.0,1231,Caspar,39.361283,-123.784599,333
7789-CRUVC,Stayed,No,,,Female,77,Yes,Yes,0,92107,SKSL-QDKCC,61,1,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,33.75,2058.75,29,No,No,No,94.2,5895.45,0.0,356,San Diego,32.741852,-117.243453,27959
7789-HKSBS,Stayed,No,,,Female,79,Yes,Yes,0,90713,KRDY-XPHPW,42,2,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,35.38,1485.96,7,Yes,Yes,Yes,105.2,4599.15,40.46,135,Lakewood,33.847755,-118.112532,27563
8705-WZCYL,Joined,No,,,Male,40,No,No,0,92024,DEFI-WAFIK,1,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,27.46,27.46,26,No,No,No,44.8,44.8,0.0,321,Encinitas,33.054579,-117.25665,47126
8711-LOBKY,Stayed,No,,,Male,50,No,Yes,1,95463,JKMJ-QEZJM,59,2,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,41.19,2430.21,0,No,No,No,19.85,1188.25,0.0,1266,Navarro,39.182916,-123.552571,148
